,ID,N
648,334,2.6019642933034337
649,1070,2.597885787902961
650,1392,2.586267213075333
651,1426,2.584375052196823
652,1202,2.583562004253611
653,1764,2.5791398759455277
654,1249,2.5760794103198554
655,1398,2.5739469519631797
656,140,2.568493179661691
657,1251,2.5594048088016126
658,1682,2.5523610846722673
659,1987,2.548842928040663
660,2221,2.5405787163936417
661,21,2.534514608846683
662,1391,2.5315388953590188
663,2061,2.519664185178806
664,861,2.511108454831129
665,38,2.5052440098412263
666,1036,2.4915460827361895
667,2392,2.4660058502418827
668,2394,2.460299787256562
669,569,2.4550115205334277
670,247,2.446806407520677
671,1902,2.446143835114046
672,1269,2.4364377131668573
673,207,2.4287046913954877
674,303,2.42712337441217
675,869,2.4222518981675547
676,1015,2.4203396796462715
677,1129,2.4034011207393453
678,121,2.4019826058049674
679,1418,2.4007126447487734
680,1419,2.3933377458326213
681,434,2.393222867708462
682,1946,2.3864796711119727
683,1994,2.3816016216003684
684,553,2.3769382476987952
685,55,2.374843765565448
686,1561,2.3747600510528892
687,1231,2.3730576064635134
688,999,2.3651429056030917
689,1935,2.358434349420802
690,1065,2.35652429732057
691,738,2.354565790461298
692,500,2.3496389576621057
693,324,2.3417636059200637
694,1412,2.3399566121778377
695,1472,2.3345615672956863
696,330,2.3307619202684915
697,399,2.3206251063545484
698,1103,2.315274160936654
699,2314,2.302531825539089
700,1577,2.3011256351788054
701,1314,2.3006836117392675
702,2496,2.3000482356190064
703,2326,2.294699472726333
704,1851,2.294251162638664
705,699,2.2917829291449943
706,958,2.285293339424715
707,332,2.284415412092912
708,2427,2.2842328860310825
709,1867,2.282691538324333
710,940,2.280151901368201
711,1908,2.2775914931192798
712,2295,2.2661150161647505
713,125,2.2589621793120545
714,1980,2.252121273306801
715,230,2.2517332684286426
716,1035,2.2401526709834636
717,1759,2.220388408352253
718,1153,2.2134825340579276
719,346,2.202599711719425
720,1107,2.1993070865199003
721,1320,2.1882605877393213
722,1986,2.1807784047976306
723,2020,2.179420621022597
724,737,2.1759043369096003
725,2219,2.1756023276331846
726,977,2.173690456560209
727,2,2.1715546080436905
728,116,2.1700815298790848
729,1755,2.168095675304602
730,2491,2.1663647640601322
731,379,2.1584399225096558
732,1209,2.1577607399332455
733,283,2.1573578251007905
734,1322,2.149781992515187
735,610,2.1383973550674855
736,1800,2.1318216779632873
737,1520,2.1316614605837225
738,133,2.130721799589112
739,1701,2.1303749968046164
740,154,2.1294689882541293
741,2443,2.1249989593391296
742,1511,2.1222829793004725
743,1870,2.1137429000878227
744,1027,2.1130387986871972
745,45,2.11277382734184
746,390,2.1049946183310357
747,708,2.0959039117687297
748,798,2.0932860326648486
749,744,2.0909784517644203
750,316,2.081828602557367
751,1616,2.078582834299419
752,728,2.0781380017560087
753,673,2.0774997403490207
754,2313,2.0768842189384022
755,1549,2.0765766578268154
756,935,2.075609655830807
757,1409,2.0756084939291872
758,1383,2.0716782137630276
759,1406,2.0669726431634294
760,2289,2.06605853941108
761,1345,2.063500017283915
762,260,2.0633787349237114
763,1502,2.0554071512007144
764,2285,2.046053046940938
765,166,2.041542495601733
766,5,2.0414101266923246
767,2156,2.038529834188244
768,1241,2.0356759922117447
769,2094,2.033084283024006
770,408,2.0271659299970826
771,743,2.026604892263719
772,595,2.0249520899749442
773,1197,2.0246858430674264
774,762,2.0233247942563146
775,272,2.0230216702324952
776,1162,2.019792559635856
777,2336,2.0184592501226053
778,1001,2.017958523895761
